timestamp,latitude,longitude,speed_kmh,vehicle_id,location
2026-04-10 20:19:16.436099,51.480059507353594,-0.036307643135370715,53.667302147502596,VEH_4038,London
2026-04-10 20:19:17.436099,51.649287470518004,-0.05352319645832487,46.055085131016426,VEH_7071,Leeds
2026-04-10 20:19:18.436099,51.54951273762927,0.18098465671447594,16.859095659669467,VEH_9030,Manchester
2026-04-10 20:19:19.436099,51.60322446601204,0.07962086592572437,53.08808947547462,VEH_3915,Manchester
2026-04-10 20:19:20.436099,51.55581531768958,-0.07489237881827959,42.98646863482152,VEH_2689,Manchester
2026-04-10 20:19:21.436099,51.40522556455246,-0.33737399360505294,67.34615228997099,VEH_7654,Manchester
2026-04-10 20:19:22.436099,51.51698267706385,-0.2664439011936143,25.865577321384812,VEH_7512,Birmingham
2026-04-10 20:19:23.436099,51.563332420868036,-0.21420671581432313,48.59258718026655,VEH_8632,Manchester
2026-04-10 20:19:24.436099,51.45415287745019,0.11746039471774872,33.89982458127916,VEH_9575,Manchester
2026-04-10 20:19:25.436099,51.38973410709931,0.01127038626332627,75.2482220512161,VEH_7545,London
2026-04-10 20:19:26.436099,51.34616959187253,-0.35590041254671506,9.425858278395856,VEH_5599,Birmingham
2026-04-10 20:19:27.436099,51.410056228756794,-0.04352797552131865,4.93979018567031,VEH_2374,London
2026-04-10 20:19:28.436099,51.464723944769815,-0.08053269119163059,45.01471688518333,VEH_1565,Manchester
2026-04-10 20:19:29.436099,51.44439185160843,0.10819067371283952,79.04409037698495,VEH_5842,Manchester
2026-04-10 20:19:30.436099,51.5896507311155,0.1761716435795977,54.30343891044332,VEH_3736,Leeds
2026-04-10 20:19:31.436099,51.66389172320031,-0.16760414918646227,70.92909539811676,VEH_2837,Manchester
2026-04-10 20:19:32.436099,51.65441325714347,-0.30947807622180046,76.30094570260817,VEH_9343,Leeds
2026-04-10 20:19:33.436099,51.351627356925285,0.0006859922452310818,26.334562101855667,VEH_2300,London
2026-04-10 20:19:34.436099,51.46901855996786,0.10490065686280559,36.331909071094955,VEH_4134,Manchester
2026-04-10 20:19:35.436099,51.31295556453061,-0.19101190281106367,67.38634012991835,VEH_5129,London
2026-04-10 20:19:36.436099,51.31628694676468,-0.15508280934169366,25.232986075853894,VEH_9802,Leeds
2026-04-10 20:19:37.436099,51.41549591628576,0.05119868562108554,47.723210151007706,VEH_9680,London
2026-04-10 20:19:38.436099,51.478011196977945,-0.29113610832317155,76.06729485868938,VEH_3337,Manchester
2026-04-10 20:19:39.436099,51.6909562308103,-0.26673487167410076,4.00359251420789,VEH_2065,Birmingham
2026-04-10 20:19:40.436099,51.35194148219775,-0.07011205607935439,51.58407704735172,VEH_9812,London
2026-04-10 20:19:41.436099,51.58513626428737,-0.22785931079720553,6.25272090555689,VEH_5290,Manchester
2026-04-10 20:19:42.436099,51.53997216114115,-0.059897836402346416,12.630974835627367,VEH_5924,Manchester
2026-04-10 20:19:43.436099,51.671724378008506,-0.37141610936436403,12.428801178799738,VEH_3392,Manchester
2026-04-10 20:19:44.436099,51.62935158034716,-0.11844049881035501,21.182673515346586,VEH_6858,Manchester
2026-04-10 20:19:45.436099,51.480213684783465,-0.3315946570624876,65.42984149428827,VEH_5089,Birmingham
2026-04-10 20:19:46.436099,51.642768574270896,0.03442809525112728,6.5121128615727475,VEH_8851,London
2026-04-10 20:19:47.436099,51.36923276539894,0.18665236508550775,54.40672066720025,VEH_3988,Birmingham
2026-04-10 20:19:48.436099,51.537319256577256,0.007360373700727452,73.06089417997465,VEH_9728,Manchester
2026-04-10 20:19:49.436099,51.377705238889426,-0.38914572145090853,47.39271227196599,VEH_5153,London
2026-04-10 20:19:50.436099,51.38669414217829,-0.3592971581951247,79.64557629743962,VEH_7672,London
2026-04-10 20:19:51.436099,51.382875856474136,0.19468874189575291,69.14156436181136,VEH_6095,Leeds
2026-04-10 20:19:52.436099,51.63029097703653,-0.3268519916327668,73.6205352761238,VEH_1014,Manchester
2026-04-10 20:19:53.436099,51.57991942581251,-0.3119758657087367,48.26926012574305,VEH_4435,London
2026-04-10 20:19:54.436099,51.68003568694628,-0.39538836767041957,18.038562136354493,VEH_4148,Birmingham
2026-04-10 20:19:55.436099,51.50288711864489,0.01680084772858298,18.630768742999457,VEH_5171,Leeds
2026-04-10 20:19:56.436099,51.37098409894345,-0.37595202002374295,0.3803636254138887,VEH_9534,Leeds
2026-04-10 20:19:57.436099,51.55234033617402,-0.08121566609093694,46.93704749646062,VEH_5782,Birmingham
2026-04-10 20:19:58.436099,51.408065681880494,0.14757617564141623,19.308458328434064,VEH_4728,Birmingham
2026-04-10 20:19:59.436099,51.59539542525738,-0.14989001931934048,35.3114877274603,VEH_4743,Manchester
2026-04-10 20:20:00.436099,51.56110348090937,0.008214465799188553,38.90105734812732,VEH_5777,Leeds
2026-04-10 20:20:01.436099,51.40255480571277,0.016871497416389436,72.6368212133831,VEH_6980,Birmingham
2026-04-10 20:20:02.436099,51.39706678005654,0.056604320579734246,39.00327788851216,VEH_6837,London
2026-04-10 20:20:03.436099,51.48536995803418,-0.1613669844907647,6.142085976915848,VEH_2901,Birmingham
2026-04-10 20:20:04.436099,51.514882235149756,-0.24703041110763294,57.698168844752544,VEH_8998,London
2026-04-10 20:20:05.436099,51.362607938483144,0.17670740273946106,7.4829195737494025,VEH_6912,London
2026-04-10 20:20:06.436099,51.37727544662348,0.02606496739418951,73.0391966167773,VEH_5288,Manchester
2026-04-10 20:20:07.436099,51.32514456330275,-0.10357756917032263,22.07749052974073,VEH_3924,Leeds
2026-04-10 20:20:08.436099,51.55825891626913,-0.18654932328537643,35.85184341229884,VEH_3936,Leeds
2026-04-10 20:20:09.436099,51.5368330587508,-0.27805388237524425,36.244476610509025,VEH_3586,London
2026-04-10 20:20:10.436099,51.66975911703128,-0.28579554664075113,57.946807197030395,VEH_6781,Leeds
2026-04-10 20:20:11.436099,51.62134261039246,-0.14648392216237627,11.952639544460677,VEH_3082,Birmingham
2026-04-10 20:20:12.436099,51.390617038829035,0.1873587323195004,75.17553813472392,VEH_9678,Birmingham
2026-04-10 20:20:13.436099,51.68836795249144,0.10057935743392021,42.66234702002044,VEH_6857,Manchester
2026-04-10 20:20:14.436099,51.63058441451958,0.18440555010187698,62.772173739282465,VEH_4006,London
2026-04-10 20:20:15.436099,51.55964265121813,-0.38989010274152247,28.75076418723694,VEH_7593,Birmingham
2026-04-10 20:20:16.436099,51.44375906915848,-0.06430463843929524,58.91029945483965,VEH_1944,Birmingham
2026-04-10 20:20:17.436099,51.44619093071724,-0.22085598849968893,28.09535973158112,VEH_2414,Manchester
2026-04-10 20:20:18.436099,51.679493520881614,-0.20634227793920587,68.89803054277179,VEH_3502,Birmingham
2026-04-10 20:20:19.436099,51.40109890512811,-0.08521720671034477,5.162646698647766,VEH_5746,Manchester
2026-04-10 20:20:20.436099,51.4189401795511,0.021924227512718275,4.1460793059908685,VEH_4209,Birmingham
2026-04-10 20:20:21.436099,51.67483255588608,0.10524494202873491,0.43522559960578633,VEH_2343,Leeds
2026-04-10 20:20:22.436099,51.4205245529809,-0.1600379554267265,35.677628515161715,VEH_2040,Birmingham
2026-04-10 20:20:23.436099,51.333724828495114,-0.186643093828176,72.0632298854863,VEH_2159,Birmingham
2026-04-10 20:20:24.436099,51.61797290742739,-0.2324979196200568,7.825180814231105,VEH_5862,London
2026-04-10 20:20:25.436099,51.32340577690543,-0.24055674787958428,48.6178352465565,VEH_2091,Birmingham
2026-04-10 20:20:26.436099,51.633361050481476,-0.20351748086011137,29.264626176277943,VEH_7684,Birmingham
2026-04-10 20:20:27.436099,51.49909648164139,0.18228634671888622,65.87262678845838,VEH_9881,Leeds
2026-04-10 20:20:28.436099,51.38984975275656,-0.3642126166886029,29.81252618476253,VEH_9980,London
2026-04-10 20:20:29.436099,51.536121394121444,-0.26967128036073384,28.039230978445524,VEH_1242,Birmingham
2026-04-10 20:20:30.436099,51.524966515284476,0.16677613983517547,52.59926958493114,VEH_5493,Birmingham
2026-04-10 20:20:31.436099,51.486628849247275,0.06052083590284657,2.339149373861833,VEH_8989,London
2026-04-10 20:20:32.436099,51.51354987860582,0.12297486982059047,31.66079540084312,VEH_7477,Leeds
2026-04-10 20:20:33.436099,51.557965771193295,0.039629729852043105,63.66124996306192,VEH_3102,Birmingham
2026-04-10 20:20:34.436099,51.493253091228844,0.061363551873730604,46.60596660216589,VEH_9151,London
2026-04-10 20:20:35.436099,51.68930382556145,-0.009772872702083435,61.154218308920505,VEH_2091,Manchester
2026-04-10 20:20:36.436099,51.464608357004806,0.041712052724908966,70.93127784797613,VEH_6237,Manchester
2026-04-10 20:20:37.436099,51.43825009981102,0.08177083158680437,10.387011712952212,VEH_5306,London
2026-04-10 20:20:38.436099,51.36491097791885,0.07589045482504486,61.787950582829716,VEH_7496,London
2026-04-10 20:20:39.436099,51.63284110396327,-0.29606985360773946,44.89529154356248,VEH_5123,Birmingham
2026-04-10 20:20:40.436099,51.651091991584366,-0.2999032820129225,27.057915183588737,VEH_4390,London
2026-04-10 20:20:41.436099,51.43080336511005,-0.3408597916663829,4.804061410602101,VEH_9812,Birmingham
2026-04-10 20:20:42.436099,51.516166646669994,0.10581262542367664,30.5755153723361,VEH_4484,Manchester
2026-04-10 20:20:43.436099,51.68637545492992,-0.04174121827822502,60.46766959941539,VEH_5277,Leeds
2026-04-10 20:20:44.436099,51.68306889315358,-0.384826649750018,58.82281162801357,VEH_5429,Birmingham
2026-04-10 20:20:45.436099,51.5062069561466,-0.06245828947634385,75.74472445089661,VEH_1082,London
2026-04-10 20:20:46.436099,51.437052389919835,0.16313380579386505,66.93379653030271,VEH_8895,Leeds
2026-04-10 20:20:47.436099,51.38933004415567,0.05482525389643422,59.637586623792075,VEH_8973,Birmingham
2026-04-10 20:20:48.436099,51.46871469899778,-0.03793107678317437,5.437329805058662,VEH_8941,Manchester
2026-04-10 20:20:49.436099,51.663443536275125,-0.136711313629855,34.53247537675746,VEH_3415,Leeds
2026-04-10 20:20:50.436099,51.427675838324085,-0.042665137005290954,57.242391758710085,VEH_5694,Leeds
2026-04-10 20:20:51.436099,51.38152430873583,-0.23390479213677604,41.97653853309566,VEH_8930,London
2026-04-10 20:20:52.436099,51.39337611157799,-0.3764837786227915,51.64449384839804,VEH_5169,Birmingham
2026-04-10 20:20:53.436099,51.58428667605288,-0.10150529728747515,61.62677121117361,VEH_1807,Manchester
2026-04-10 20:20:54.436099,51.62732136139133,-0.3552032760146697,69.85846785791227,VEH_9451,Birmingham
2026-04-10 20:20:55.436099,51.43890946916426,0.0032615718343888545,31.84718873527297,VEH_2042,Birmingham
2026-04-10 20:20:56.436099,51.435884066358945,0.17563353330566578,28.606787054986782,VEH_8413,Manchester
2026-04-10 20:20:57.436099,51.45509751492789,-0.17636690964355894,2.9283957682587847,VEH_7748,London
2026-04-10 20:20:58.436099,51.45990085338392,0.06677556432326742,8.908481968047957,VEH_1288,Leeds
2026-04-10 20:20:59.436099,51.349942453547285,-0.08968373354020742,29.27475684062137,VEH_8957,Leeds
2026-04-10 20:21:00.436099,51.35936390621205,-0.24514866904909818,25.937751712182767,VEH_1019,Leeds
2026-04-10 20:21:01.436099,51.50942508357562,-0.11777455155733757,12.416811420240936,VEH_2215,Birmingham
2026-04-10 20:21:02.436099,51.59156951730634,0.14823778948031552,15.357650473308047,VEH_5137,Manchester
2026-04-10 20:21:03.436099,51.67912593866474,-0.07938983506598585,72.29979804167994,VEH_4366,Manchester
2026-04-10 20:21:04.436099,51.39879233361803,-0.34717634354256155,63.61235429171644,VEH_1283,Manchester
2026-04-10 20:21:05.436099,51.4367303861213,0.10122880734219286,69.63450791546462,VEH_8582,Birmingham
2026-04-10 20:21:06.436099,51.543199190703255,-0.2225224014150751,0.2558569213898121,VEH_1494,Birmingham
2026-04-10 20:21:07.436099,51.3880498208527,-0.2893497313079838,47.22808890403017,VEH_4175,Leeds
2026-04-10 20:21:08.436099,51.42546325635295,-0.16039067131401624,65.74965231350943,VEH_7241,Leeds
2026-04-10 20:21:09.436099,51.345432046546534,0.09963799609160146,19.8987480909957,VEH_8467,Leeds
2026-04-10 20:21:10.436099,51.575866511030334,-0.3524934318163161,0.011311731969856353,VEH_6856,Leeds
2026-04-10 20:21:11.436099,51.684181961767386,0.15435277560005167,53.761226747476705,VEH_4654,Birmingham
2026-04-10 20:21:12.436099,51.405910418634186,-0.30939181626857193,42.51804021858821,VEH_8075,Manchester
2026-04-10 20:21:13.436099,51.51409433330923,0.08634516794988534,43.45666641196874,VEH_7111,Leeds
2026-04-10 20:21:14.436099,51.688912642357224,-0.07545476383875244,74.14902639715702,VEH_9195,Leeds
